Year,Trimester,District,Neighbourhood,Price (euro/month),Price (euro/m2)
2018,4,Sant Marti,el Clot,835.55,12.47
2018,4,Sant Marti,el Parc i la Llacuna del Poblenou,938.59,14.16
2018,4,Sant Marti,la Vila Olimpica del Poblenou,1292.23,16.65
2018,4,Sant Marti,el Poblenou,970.64,14.76
2018,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1307.79,16.84
2018,4,Sant Marti,el Besos i el Maresme,711.67,11.54
2018,4,Sant Marti,Provencals del Poblenou,999.63,14.27
2018,4,Sant Marti,Sant Marti de Provencals,823.46,11.77
2018,4,Sant Marti,la Verneda i la Pau,756.1,11.81
2019,1,Ciutat Vella,el Raval,822.6,14.1
2019,1,Ciutat Vella,Gothic Quarter,1060.9,14.5
2019,1,Ciutat Vella,la Barceloneta,891.3,16.8
2019,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",990.2,14.7
2019,1,Eixample,Fort Pienc,957.2,13.7
2019,1,Eixample,Sagrada Familia,936.3,14.4
2019,1,Eixample,la Dreta de l'Eixample,1269.1,13.9
2019,1,Eixample,l'Antiga Esquerra de l'Eixample,1123.0,14.3
2019,1,Eixample,la Nova Esquerra de l'Eixample,1008.5,13.9
2019,1,Eixample,Sant Antoni,986.2,13.8
2019,1,Sants-Montjuic,el Poble Sec,815.8,14.3
2019,1,Sants-Montjuic,la Marina de Port,714.9,10.1
2019,1,Sants-Montjuic,la Font de la Guatlla,857.6,12.9
2019,1,Sants-Montjuic,Hostafrancs,810.0,14.1
2019,1,Sants-Montjuic,la Bordeta,844.1,12.5
2019,1,Sants-Montjuic,Sants - Badal,823.5,13.4
2019,1,Sants-Montjuic,Sants,873.0,13.7
2019,1,Les Corts,les Corts,1070.0,14.6
2019,1,Les Corts,la Maternitat i Sant Ramon,938.5,13.8
2019,1,Les Corts,Pedralbes,1732.5,16.0
2019,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1103.5,11.4
2019,1,Sarria-Sant Gervasi,Sarria,1297.7,16.3
2019,1,Sarria-Sant Gervasi,les Tres Torres,1645.9,16.5
2019,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1226.4,15.5
2019,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1357.9,14.4
2019,1,Sarria-Sant Gervasi,el Putxet i el Farro,1057.1,15.2
2019,1,Gracia,Vallcarca i els Penitents,907.5,13.6
2019,1,Gracia,el Coll,750.6,12.2
2019,1,Gracia,la Salut,883.4,12.7
2019,1,Gracia,la Vila de Gracia,933.4,14.8
2019,1,Gracia,el Camp d'en Grassot i Gracia Nova,937.3,14.1
2019,1,Horta-Guinardo,el Baix Guinardo,859.1,12.9
2019,1,Horta-Guinardo,Can Baro,791.2,13.6
2019,1,Horta-Guinardo,el Guinardo,789.8,12.4
2019,1,Horta-Guinardo,la Font d'en Fargues,796.5,11.6
2019,1,Horta-Guinardo,el Carmel,670.6,12.0
2019,1,Horta-Guinardo,la Teixonera,704.4,11.7
2019,1,Horta-Guinardo,Sant Genis dels Agudells,759.2,10.9
2019,1,Horta-Guinardo,Montbau,780.4,11.6
2019,1,Horta-Guinardo,la Vall d'Hebron,870.2,13.3
2019,1,Horta-Guinardo,Horta,777.0,12.2
2019,1,Nou Barris,Vilapicina i la Torre Llobeta,758.5,11.9
2019,1,Nou Barris,Porta,722.8,11.6
2019,1,Nou Barris,el Turo de la Peira,685.3,11.4
2019,1,Nou Barris,la Guineueta,751.0,10.3
2019,1,Nou Barris,Canyelles,791.9,9.6
2019,1,Nou Barris,les Roquetes,636.1,11.8
2019,1,Nou Barris,Verdun,633.2,10.7
2019,1,Nou Barris,la Prosperitat,677.4,11.7
2019,1,Nou Barris,la Trinitat Nova,612.3,12.0
2019,1,Nou Barris,Ciutat Meridiana,575.4,9.8
2019,1,Sant Andreu,la Trinitat Vella,601.2,10.3
2019,1,Sant Andreu,el Bon Pastor,705.8,10.9
2019,1,Sant Andreu,Sant Andreu,795.3,12.2
2019,1,Sant Andreu,la Sagrera,807.6,12.4
2019,1,Sant Andreu,el Congres i els Indians,772.3,11.5
2019,1,Sant Andreu,Navas,855.3,12.3
2019,1,Sant Marti,el Camp de l'Arpa del Clot,845.3,13.1
2019,1,Sant Marti,el Clot,828.8,12.9
2019,1,Sant Marti,el Parc i la Llacuna del Poblenou,950.8,14.7
2019,1,Sant Marti,la Vila Olimpica del Poblenou,1304.0,17.1
2019,1,Sant Marti,el Poblenou,952.5,14.4
2019,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1231.2,16.3
2019,1,Sant Marti,el Besos i el Maresme,694.8,11.0
2019,1,Sant Marti,Provencals del Poblenou,959.2,13.9
2019,1,Sant Marti,Sant Marti de Provencals,840.2,11.7
2019,1,Sant Marti,la Verneda i la Pau,764.6,11.5
2019,2,Ciutat Vella,el Raval,867.0,14.5
2019,2,Ciutat Vella,Gothic Quarter,1112.1,14.0
2019,2,Ciutat Vella,la Barceloneta,924.0,18.1
2019,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1010.1,15.5
2019,2,Eixample,Fort Pienc,988.7,13.6
2019,2,Eixample,Sagrada Familia,942.9,14.4
2019,2,Eixample,la Dreta de l'Eixample,1277.9,14.2
2019,2,Eixample,l'Antiga Esquerra de l'Eixample,1139.8,14.1
2019,2,Eixample,la Nova Esquerra de l'Eixample,1032.9,14.6
2019,2,Eixample,Sant Antoni,985.2,14.0
2019,2,Sants-Montjuic,el Poble Sec,823.4,14.2
2019,2,Sants-Montjuic,la Marina de Port,753.1,10.6
2019,2,Sants-Montjuic,la Font de la Guatlla,854.2,12.6
2019,2,Sants-Montjuic,Hostafrancs,824.2,13.3
2019,2,Sants-Montjuic,la Bordeta,859.5,12.4
2019,2,Sants-Montjuic,Sants - Badal,858.4,13.8
2019,2,Sants-Montjuic,Sants,867.5,13.9
2019,2,Les Corts,les Corts,1085.1,14.9
2019,2,Les Corts,la Maternitat i Sant Ramon,973.0,13.8
2019,2,Les Corts,Pedralbes,1746.7,14.8
2019,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1121.6,13.5
2019,2,Sarria-Sant Gervasi,Sarria,1334.2,16.8
2019,2,Sarria-Sant Gervasi,les Tres Torres,1602.5,16.9
2019,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1310.0,15.7
2019,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1360.3,15.5
2019,2,Sarria-Sant Gervasi,el Putxet i el Farro,1115.7,14.8
2019,2,Gracia,Vallcarca i els Penitents,1028.9,14.4
2019,2,Gracia,el Coll,819.8,12.5
2019,2,Gracia,la Salut,899.2,12.9
2019,2,Gracia,la Vila de Gracia,951.2,15.2
2019,2,Gracia,el Camp d'en Grassot i Gracia Nova,978.3,14.7
2019,2,Horta-Guinardo,el Baix Guinardo,866.8,12.9
2019,2,Horta-Guinardo,Can Baro,764.5,13.0
2019,2,Horta-Guinardo,el Guinardo,825.0,12.9
2019,2,Horta-Guinardo,la Font d'en Fargues,1044.0,13.9
2019,2,Horta-Guinardo,el Carmel,666.9,11.5
2019,2,Horta-Guinardo,la Teixonera,725.9,12.5
2019,2,Horta-Guinardo,Sant Genis dels Agudells,705.1,9.9
2019,2,Horta-Guinardo,Montbau,802.4,11.7
2019,2,Horta-Guinardo,la Vall d'Hebron,796.6,12.5
2019,2,Horta-Guinardo,Horta,760.6,12.1
2019,2,Nou Barris,Vilapicina i la Torre Llobeta,773.7,12.2
2019,2,Nou Barris,Porta,775.3,12.2
2019,2,Nou Barris,el Turo de la Peira,702.4,12.1
2019,2,Nou Barris,la Guineueta,723.1,9.8
2019,2,Nou Barris,Canyelles,756.4,9.3
2019,2,Nou Barris,les Roquetes,625.3,11.1
2019,2,Nou Barris,Verdun,653.3,12.2
2019,2,Nou Barris,la Prosperitat,673.7,12.0
2019,2,Nou Barris,la Trinitat Nova,640.2,12.8
2019,2,Nou Barris,Ciutat Meridiana,559.8,9.4
2019,2,Sant Andreu,la Trinitat Vella,614.7,10.3
2019,2,Sant Andreu,el Bon Pastor,659.2,10.1
2019,2,Sant Andreu,Sant Andreu,800.9,12.7
2019,2,Sant Andreu,la Sagrera,807.5,12.6
2019,2,Sant Andreu,el Congres i els Indians,782.7,12.2
2019,2,Sant Andreu,Navas,836.9,12.1
2019,2,Sant Marti,el Camp de l'Arpa del Clot,844.3,13.5
2019,2,Sant Marti,el Clot,829.4,12.9
2019,2,Sant Marti,el Parc i la Llacuna del Poblenou,1066.6,15.2
2019,2,Sant Marti,la Vila Olimpica del Poblenou,1444.6,17.4
2019,2,Sant Marti,el Poblenou,996.7,14.6
2019,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1388.1,16.1
2019,2,Sant Marti,el Besos i el Maresme,844.5,12.0
2019,2,Sant Marti,Provencals del Poblenou,960.1,13.6
2019,2,Sant Marti,Sant Marti de Provencals,844.1,12.1
2019,2,Sant Marti,la Verneda i la Pau,798.1,11.8
2019,3,Ciutat Vella,el Raval,869.1,14.7
2019,3,Ciutat Vella,Gothic Quarter,1082.4,14.3
2019,3,Ciutat Vella,la Barceloneta,871.6,17.7
2019,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1020.2,15.7
2019,3,Eixample,Fort Pienc,1031.3,14.3
2019,3,Eixample,Sagrada Familia,979.6,14.6
2019,3,Eixample,la Dreta de l'Eixample,1348.9,15.2
2019,3,Eixample,l'Antiga Esquerra de l'Eixample,1194.4,14.7
2019,3,Eixample,la Nova Esquerra de l'Eixample,1081.4,14.6
2019,3,Eixample,Sant Antoni,987.2,13.9
2019,3,Sants-Montjuic,el Poble Sec,865.8,14.4
2019,3,Sants-Montjuic,la Marina de Port,790.1,11.1
2019,3,Sants-Montjuic,la Font de la Guatlla,881.5,13.0
2019,3,Sants-Montjuic,Hostafrancs,834.6,14.1
2019,3,Sants-Montjuic,la Bordeta,832.9,13.3
2019,3,Sants-Montjuic,Sants - Badal,888.3,14.2
2019,3,Sants-Montjuic,Sants,884.3,13.9
2019,3,Les Corts,les Corts,1113.9,15.2
2019,3,Les Corts,la Maternitat i Sant Ramon,1040.3,15.0
2019,3,Les Corts,Pedralbes,1950.1,16.4
2019,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1355.5,16.0
2019,3,Sarria-Sant Gervasi,Sarria,1449.5,17.2
2019,3,Sarria-Sant Gervasi,les Tres Torres,1614.8,17.3
2019,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1317.0,16.5
2019,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1412.2,15.9
2019,3,Sarria-Sant Gervasi,el Putxet i el Farro,1070.2,15.0
2019,3,Gracia,Vallcarca i els Penitents,953.7,13.9
2019,3,Gracia,el Coll,813.8,12.8
2019,3,Gracia,la Salut,926.4,13.7
2019,3,Gracia,la Vila de Gracia,991.5,15.6
2019,3,Gracia,el Camp d'en Grassot i Gracia Nova,996.3,15.2
2019,3,Horta-Guinardo,el Baix Guinardo,902.2,14.2
2019,3,Horta-Guinardo,Can Baro,762.5,13.5
2019,3,Horta-Guinardo,el Guinardo,819.7,13.0
2019,3,Horta-Guinardo,la Font d'en Fargues,880.2,12.8
2019,3,Horta-Guinardo,el Carmel,703.3,12.8
2019,3,Horta-Guinardo,la Teixonera,773.7,13.2
2019,3,Horta-Guinardo,Sant Genis dels Agudells,756.0,10.4
2019,3,Horta-Guinardo,Montbau,792.4,12.1
2019,3,Horta-Guinardo,la Vall d'Hebron,830.0,13.4
2019,3,Horta-Guinardo,Horta,788.6,12.6
2019,3,Nou Barris,Vilapicina i la Torre Llobeta,792.2,12.1
2019,3,Nou Barris,Porta,749.2,12.7
2019,3,Nou Barris,el Turo de la Peira,690.0,11.6
2019,3,Nou Barris,la Guineueta,721.1,10.5
2019,3,Nou Barris,Canyelles,714.4,9.5
2019,3,Nou Barris,les Roquetes,612.3,11.3
2019,3,Nou Barris,Verdun,696.1,12.6
2019,3,Nou Barris,la Prosperitat,696.3,12.6
2019,3,Nou Barris,la Trinitat Nova,617.9,12.2
2019,3,Nou Barris,Ciutat Meridiana,532.6,9.4
2019,3,Sant Andreu,la Trinitat Vella,569.9,8.9
2019,3,Sant Andreu,el Bon Pastor,654.3,10.3
2019,3,Sant Andreu,Sant Andreu,805.0,12.5
2019,3,Sant Andreu,la Sagrera,827.1,13.2
2019,3,Sant Andreu,el Congres i els Indians,805.9,12.3
2019,3,Sant Andreu,Navas,864.6,12.4
2019,3,Sant Marti,el Camp de l'Arpa del Clot,879.5,13.6
2019,3,Sant Marti,el Clot,899.1,13.8
2019,3,Sant Marti,el Parc i la Llacuna del Poblenou,959.6,14.5
2019,3,Sant Marti,la Vila Olimpica del Poblenou,1332.4,17.9
2019,3,Sant Marti,el Poblenou,1024.3,15.5
2019,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1409.4,18.5
2019,3,Sant Marti,el Besos i el Maresme,728.3,11.6
2019,3,Sant Marti,Provencals del Poblenou,996.4,14.4
2019,3,Sant Marti,Sant Marti de Provencals,829.7,11.9
2019,3,Sant Marti,la Verneda i la Pau,770.2,11.2
2019,4,Ciutat Vella,el Raval,844.9,14.0
2019,4,Ciutat Vella,Gothic Quarter,1139.7,14.3
2019,4,Ciutat Vella,la Barceloneta,893.0,17.0
2019,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",966.4,14.8
2019,4,Eixample,Fort Pienc,1064.4,14.4
2019,4,Eixample,Sagrada Familia,980.0,14.5
2019,4,Eixample,la Dreta de l'Eixample,1333.0,14.3
2019,4,Eixample,l'Antiga Esquerra de l'Eixample,1187.6,14.8
2019,4,Eixample,la Nova Esquerra de l'Eixample,1083.7,14.9
2019,4,Eixample,Sant Antoni,1018.4,13.8
2019,4,Sants-Montjuic,el Poble Sec,846.2,14.5
2019,4,Sants-Montjuic,la Marina del Prat Vermell,350.5,7.1
2019,4,Sants-Montjuic,la Marina de Port,816.7,11.5
2019,4,Sants-Montjuic,la Font de la Guatlla,868.8,12.8
2019,4,Sants-Montjuic,Hostafrancs,854.4,13.9
2019,4,Sants-Montjuic,la Bordeta,870.0,12.9
2019,4,Sants-Montjuic,Sants - Badal,838.0,13.8
2019,4,Sants-Montjuic,Sants,884.8,13.9
2019,4,Les Corts,les Corts,1116.2,15.4
2019,4,Les Corts,la Maternitat i Sant Ramon,1078.1,15.0
2019,4,Les Corts,Pedralbes,2023.4,15.5
2019,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1220.0,14.2
2019,4,Sarria-Sant Gervasi,Sarria,1398.4,17.0
2019,4,Sarria-Sant Gervasi,les Tres Torres,1745.0,17.4
2019,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1361.6,16.4
2019,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1455.9,15.2
2019,4,Sarria-Sant Gervasi,el Putxet i el Farro,1099.8,15.1
2019,4,Gracia,Vallcarca i els Penitents,987.0,14.2
2019,4,Gracia,el Coll,817.5,13.2
2019,4,Gracia,la Salut,954.4,13.2
2019,4,Gracia,la Vila de Gracia,975.7,14.8
2019,4,Gracia,el Camp d'en Grassot i Gracia Nova,1017.6,14.9
2019,4,Horta-Guinardo,el Baix Guinardo,897.7,13.8
2019,4,Horta-Guinardo,Can Baro,755.9,13.5
2019,4,Horta-Guinardo,el Guinardo,843.1,13.4
2019,4,Horta-Guinardo,la Font d'en Fargues,850.9,13.2
2019,4,Horta-Guinardo,el Carmel,700.2,12.2
2019,4,Horta-Guinardo,la Teixonera,747.3,12.8
2019,4,Horta-Guinardo,Sant Genis dels Agudells,740.2,11.6
2019,4,Horta-Guinardo,Montbau,798.5,12.2
2019,4,Horta-Guinardo,la Vall d'Hebron,954.5,13.9
2019,4,Horta-Guinardo,Horta,802.5,12.8
2019,4,Nou Barris,Vilapicina i la Torre Llobeta,801.8,12.4
2019,4,Nou Barris,Porta,756.8,12.7
2019,4,Nou Barris,el Turo de la Peira,710.7,11.7
2019,4,Nou Barris,la Guineueta,783.0,11.5
2019,4,Nou Barris,Canyelles,722.5,9.5
2019,4,Nou Barris,les Roquetes,610.5,10.9
2019,4,Nou Barris,Verdun,668.7,13.0
2019,4,Nou Barris,la Prosperitat,692.5,11.9
2019,4,Nou Barris,la Trinitat Nova,561.4,11.5
2019,4,Nou Barris,Ciutat Meridiana,572.9,10.0
2019,4,Sant Andreu,la Trinitat Vella,622.3,10.8
2019,4,Sant Andreu,el Bon Pastor,713.4,10.7
2019,4,Sant Andreu,Sant Andreu,819.3,12.6
2019,4,Sant Andreu,la Sagrera,829.1,12.5
2019,4,Sant Andreu,el Congres i els Indians,816.7,12.3
2019,4,Sant Andreu,Navas,856.8,12.9
2019,4,Sant Marti,el Camp de l'Arpa del Clot,857.9,13.9
2019,4,Sant Marti,el Clot,871.6,13.3
2019,4,Sant Marti,el Parc i la Llacuna del Poblenou,1072.8,15.5
2019,4,Sant Marti,la Vila Olimpica del Poblenou,1357.8,17.7
2019,4,Sant Marti,el Poblenou,1051.3,15.9
2019,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1498.6,18.5
2019,4,Sant Marti,el Besos i el Maresme,693.8,10.8
2019,4,Sant Marti,Provencals del Poblenou,1013.6,14.5
2019,4,Sant Marti,Sant Marti de Provencals,835.7,12.0
2019,4,Sant Marti,la Verneda i la Pau,781.0,11.4
2020,1,Ciutat Vella,el Raval,864.5,15.225775774561631
2020,1,Ciutat Vella,Gothic Quarter,1110.2,15.633721111446343
2020,1,Ciutat Vella,la Barceloneta,899.5,19.57617130964508
2020,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1030.0,16.92128139780274
2020,1,Eixample,Fort Pienc,1059.9,14.791829553395331
2020,1,Eixample,la Sagrada Familia,952.6,14.242700837599877
2020,1,Eixample,la Dreta de l'Eixample,1349.6,15.52025068764518
2020,1,Eixample,l'Antiga Esquerra de l'Eixample,1150.8,15.277498974296142
2020,1,Eixample,la Nova Esquerra de l'Eixample,1043.8,15.095827961621769
2020,1,Eixample,Sant Antoni,1010.5,14.521315121902546
2020,1,Sants-Montjuic,el Poble Sec,837.0,14.864033269336154
2020,1,Sants-Montjuic,la Marina de Port,810.1,11.58999635949612
2020,1,Sants-Montjuic,la Font de la Guatlla,882.4,14.154663423094709
2020,1,Sants-Montjuic,Hostafrancs,865.0,14.619497160369534
2020,1,Sants-Montjuic,la Bordeta,870.0,13.244269913726944
2020,1,Sants-Montjuic,Sants - Badal,858.3,14.32302558754158
2020,1,Sants-Montjuic,Sants,891.4,14.496591625117324
2020,1,Les Corts,les Corts,1069.9,15.71268387328185
2020,1,Les Corts,la Maternitat i Sant Ramon,989.6,14.951645999378844
2020,1,Les Corts,Pedralbes,1626.9,16.813704906156726
2020,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1191.3,13.951646838478975
2020,1,Sarria-Sant Gervasi,Sarria,1417.7,18.670840131257457
2020,1,Sarria-Sant Gervasi,les Tres Torres,1662.4,18.82994027406476
2020,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1311.5,17.07577181116228
2020,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1388.9,16.46450255753946
2020,1,Sarria-Sant Gervasi,el Putxet i el Farro,1053.9,16.027959011977597
2020,1,Gracia,Vallcarca i els Penitents,966.4,15.082946441819924
2020,1,Gracia,el Coll,814.8,13.502685495541805
2020,1,Gracia,la Salut,939.7,14.372164606215858
2020,1,Gracia,la Vila de Gracia,963.6,16.07244950959265
2020,1,Gracia,el Camp d'en Grassot i Gracia Nova,967.9,15.194939560442462
2020,1,Horta-Guinardo,el Baix Guinardo,920.8,14.065964334537272
2020,1,Horta-Guinardo,Can Baro,816.4,13.660066831319485
2020,1,Horta-Guinardo,el Guinardo,841.0,13.546186211852993
2020,1,Horta-Guinardo,la Font d'en Fargues,928.3,13.736040684346172
2020,1,Horta-Guinardo,el Carmel,707.9,12.384452886144487
2020,1,Horta-Guinardo,la Teixonera,741.3,12.516718777051194
2020,1,Horta-Guinardo,Sant Genis dels Agudells,698.9,10.709450975931444
2020,1,Horta-Guinardo,Montbau,788.1,12.716130095606289
2020,1,Horta-Guinardo,la Vall d'Hebron,963.4,13.806139248998438
2020,1,Horta-Guinardo,Horta,815.7,12.981489470466215
2020,1,Nou Barris,Vilapicina i la Torre Llobeta,789.9,12.53897688699642
2020,1,Nou Barris,Porta,690.4,12.012928085850218
2020,1,Nou Barris,el Turo de la Peira,686.4,11.678300599260709
2020,1,Nou Barris,la Guineueta,735.4,10.849984166556087
2020,1,Nou Barris,Canyelles,778.0,9.99663143124908
2020,1,Nou Barris,les Roquetes,636.8,11.577895187240053
2020,1,Nou Barris,Verdun,675.4,12.411162239142138
2020,1,Nou Barris,la Prosperitat,714.8,12.466356110127528
2020,1,Nou Barris,la Trinitat Nova,565.8,11.558436199645422
2020,1,Nou Barris,Torre Baro,452.0,9.105534159747174
2020,1,Nou Barris,Ciutat Meridiana,546.1,9.214965630819146
2020,1,Sant Andreu,la Trinitat Vella,605.0,10.605860258956456
2020,1,Sant Andreu,Baro de Viver,584.1,8.297105025293494
2020,1,Sant Andreu,el Bon Pastor,725.8,11.267000283081806
2020,1,Sant Andreu,Sant Andreu,798.9,13.142785196444851
2020,1,Sant Andreu,la Sagrera,777.2,12.57118000243549
2020,1,Sant Andreu,el Congres i els Indians,815.5,12.708822993243544
2020,1,Sant Andreu,Navas,873.0,12.89097730538772
2020,1,Sant Marti,el Camp de l'Arpa del Clot,887.3,14.223300908709586
2020,1,Sant Marti,el Clot,865.8,13.72251018377884
2020,1,Sant Marti,el Parc i la Llacuna del Poblenou,969.1,15.100725748877329
2020,1,Sant Marti,la Vila Olimpica del Poblenou,1427.5,18.80706702702405
2020,1,Sant Marti,el Poblenou,1037.0,15.742850013177652
2020,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1233.2,16.678467712437282
2020,1,Sant Marti,el Besos i el Maresme,749.7,11.467664006481208
2020,1,Sant Marti,Provencals del Poblenou,1000.1,14.396321674794232
2020,1,Sant Marti,Sant Martíide Provencals,863.0,13.705597907163185
2020,1,Sant Marti,la Verneda i la Pau,765.3,11.729961274736963
2020,2,Ciutat Vella,el Raval,853.3,15.375359871788842
2020,2,Ciutat Vella,Gothic Quarter,1041.0,15.469224107257611
2020,2,Ciutat Vella,la Barceloneta,856.5,19.54936236736552
2020,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",919.8,16.50589698719961
2020,2,Eixample,Fort Pienc,999.9,14.68313881278285
2020,2,Eixample,la Sagrada Familia,943.5,14.393872535277058
2020,2,Eixample,la Dreta de l'Eixample,1249.4,15.190611924750016
2020,2,Eixample,l'Antiga Esquerra de l'Eixample,1159.0,15.53292978839389
2020,2,Eixample,la Nova Esquerra de l'Eixample,1029.5,15.227626190178404
2020,2,Eixample,Sant Antoni,986.1,14.596406860714405
2020,2,Sants-Montjuic,el Poble Sec,856.2,15.171496434175085
2020,2,Sants-Montjuic,la Marina de Port,687.8,11.24923639551804
2020,2,Sants-Montjuic,la Font de la Guatlla,825.5,14.06574260474602
2020,2,Sants-Montjuic,Hostafrancs,867.8,14.836393341428003
2020,2,Sants-Montjuic,la Bordeta,893.6,13.541411781176407
2020,2,Sants-Montjuic,Sants - Badal,849.5,14.476524038695302
2020,2,Sants-Montjuic,Sants,874.3,14.609072297520523
2020,2,Les Corts,les Corts,1096.6,16.078758055208777
2020,2,Les Corts,la Maternitat i Sant Ramon,946.1,14.92823742638066
2020,2,Les Corts,Pedralbes,1822.7,18.247218296853298
2020,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1078.1,13.590660208740443
2020,2,Sarria-Sant Gervasi,Sarria,1432.2,19.02104701591929
2020,2,Sarria-Sant Gervasi,les Tres Torres,1679.1,19.197618897103656
2020,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1272.1,17.073651716831833
2020,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1304.4,16.20481564393583
2020,2,Sarria-Sant Gervasi,el Putxet i el Farro,1073.3,16.35912457762743
2020,2,Gracia,Vallcarca i els Penitents,1060.5,15.804392003836025
2020,2,Gracia,el Coll,910.3,14.1602374003257
2020,2,Gracia,la Salut,998.5,14.87594746100924
2020,2,Gracia,la Vila de Gracia,950.9,16.221323374039343
2020,2,Gracia,el Camp d'en Grassot i Gracia Nova,968.7,15.409006955363688
2020,2,Horta-Guinardo,el Baix Guinardo,916.1,14.237463427025752
2020,2,Horta-Guinardo,Can Baro,739.3,13.47734522272254
2020,2,Horta-Guinardo,el Guinardo,860.4,13.829085412015944
2020,2,Horta-Guinardo,la Font d'en Fargues,997.3,14.270223218829567
2020,2,Horta-Guinardo,el Carmel,682.8,12.446104142493748
2020,2,Horta-Guinardo,la Teixonera,695.6,12.487100855057372
2020,2,Horta-Guinardo,Sant Genis dels Agudells,791.3,11.227858274809332
2020,2,Horta-Guinardo,Montbau,758.9,12.760702368935066
2020,2,Horta-Guinardo,la Vall d'Hebron,879.2,13.587422857333936
2020,2,Horta-Guinardo,Horta,767.6,12.939822699388484
2020,2,Nou Barris,Vilapicina i la Torre Llobeta,803.2,12.774567293756068
2020,2,Nou Barris,Porta,725.9,12.336586299356329
2020,2,Nou Barris,el Turo de la Peira,721.3,11.991066778129316
2020,2,Nou Barris,la Guineueta,686.6,10.811944226916474
2020,2,Nou Barris,les Roquetes,633.8,11.728201356902316
2020,2,Nou Barris,Verdun,603.9,12.26847273316747
2020,2,Nou Barris,la Prosperitat,707.8,12.60932647324009
2020,2,Nou Barris,la Trinitat Nova,623.8,11.966587190274817
2020,2,Nou Barris,Ciutat Meridiana,508.4,9.219491650403306
2020,2,Sant Andreu,la Trinitat Vella,701.0,11.134069449230816
2020,2,Sant Andreu,el Bon Pastor,759.5,11.564649769319525
2020,2,Sant Andreu,Sant Andreu,835.3,13.498845230831238
2020,2,Sant Andreu,la Sagrera,809.5,12.894062179032506
2020,2,Sant Andreu,el Congres i els Indians,788.2,12.761986443317417
2020,2,Sant Andreu,Navas,898.5,13.189631956009851
2020,2,Sant Marti,el Camp de l'Arpa del Clot,853.8,14.251142182764012
2020,2,Sant Marti,el Clot,890.9,14.037060251065585
2020,2,Sant Marti,el Parc i la Llacuna del Poblenou,975.7,15.34476143142276
2020,2,Sant Marti,la Vila Olimpica del Poblenou,1446.1,19.18695846024425
2020,2,Sant Marti,el Poblenou,987.1,15.683054136172316
2020,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,840.9,14.735566271183908
2020,2,Sant Marti,el Besos i el Maresme,696.9,11.41126873450177
2020,2,Sant Marti,Provencals del Poblenou,1076.6,14.99392445378745
2020,2,Sant Marti,Sant Martíide Provencals,854.3,13.853400795836182
2020,2,Sant Marti,la Verneda i la Pau,767.5,11.904180669725076
2020,3,Ciutat Vella,el Raval,833.9,15.48172080399094
2020,3,Ciutat Vella,Gothic Quarter,982.5,15.363958746877875
2020,3,Ciutat Vella,la Barceloneta,823.1,19.58762276075972
2020,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",970.9,17.033784617037472
2020,3,Eixample,Fort Pienc,997.4,14.873168197480986
2020,3,Eixample,la Sagrada Familia,973.0,14.745582932312802
2020,3,Eixample,la Dreta de l'Eixample,1273.9,15.533258668458544
2020,3,Eixample,l'Antiga Esquerra de l'Eixample,1192.3,15.93185656318802
2020,3,Eixample,la Nova Esquerra de l'Eixample,1067.4,15.644400671701163
2020,3,Eixample,Sant Antoni,959.3,14.659470710925744
2020,3,Sants-Montjuic,el Poble Sec,820.2,15.187728702594097
