Year,Trimester,District,Neighbourhood,Price (euro/month),Price (euro/m2)
2015,3,Gracia,el Coll,576.0,10.0
2015,3,Gracia,la Salut,743.0,11.0
2015,3,Gracia,la Vila de Gracia,742.0,13.0
2015,3,Gracia,el Camp d'en Grassot i Gracia Nova,752.0,11.0
2015,3,Horta-Guinardo,el Baix Guinardo,636.0,10.0
2015,3,Horta-Guinardo,Can Baro,586.0,10.0
2015,3,Horta-Guinardo,el Guinardo,620.0,10.0
2015,3,Horta-Guinardo,la Font d'en Fargues,611.0,9.0
2015,3,Horta-Guinardo,el Carmel,528.0,9.0
2015,3,Horta-Guinardo,la Teixonera,498.0,9.0
2015,3,Horta-Guinardo,Sant Genis dels Agudells,554.0,8.0
2015,3,Horta-Guinardo,Montbau,626.0,12.0
2015,3,Horta-Guinardo,la Vall d'Hebron,655.0,11.0
2015,3,Horta-Guinardo,la Clota,368.0,8.0
2015,3,Horta-Guinardo,Horta,572.0,10.0
2015,3,Nou Barris,Vilapicina i la Torre Llobeta,581.0,10.0
2015,3,Nou Barris,Porta,542.0,9.0
2015,3,Nou Barris,el Turo de la Peira,509.0,9.0
2015,3,Nou Barris,la Guineueta,555.0,8.0
2015,3,Nou Barris,Canyelles,558.0,7.0
2015,3,Nou Barris,les Roquetes,476.0,9.0
2015,3,Nou Barris,Verdun,506.0,10.0
2015,3,Nou Barris,la Prosperitat,544.0,10.0
2015,3,Nou Barris,la Trinitat Nova,466.0,9.0
2015,3,Nou Barris,Ciutat Meridiana,381.0,6.0
2015,3,Sant Andreu,la Trinitat Vella,449.0,9.0
2015,3,Sant Andreu,Baro de Viver,187.0,4.0
2015,3,Sant Andreu,el Bon Pastor,577.0,9.0
2015,3,Sant Andreu,Sant Andreu,631.0,11.0
2015,3,Sant Andreu,la Sagrera,637.0,10.0
2015,3,Sant Andreu,el Congres i els Indians,636.0,10.0
2015,3,Sant Andreu,Navas,685.0,10.0
2015,3,Sant Marti,el Camp de l'Arpa del Clot,669.0,11.0
2015,3,Sant Marti,el Clot,673.0,11.0
2015,3,Sant Marti,el Parc i la Llacuna del Poblenou,774.0,12.0
2015,3,Sant Marti,la Vila Olimpica del Poblenou,1173.0,16.0
2015,3,Sant Marti,el Poblenou,764.0,12.0
2015,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1023.0,12.0
2015,3,Sant Marti,el Besos i el Maresme,516.0,8.0
2015,3,Sant Marti,Provencals del Poblenou,679.0,10.0
2015,3,Sant Marti,Sant Marti de Provencals,672.0,9.0
2015,3,Sant Marti,la Verneda i la Pau,633.0,9.0
2015,4,Ciutat Vella,el Raval,644.73,11.47
2015,4,Ciutat Vella,Gothic Quarter,831.13,11.64
2015,4,Ciutat Vella,la Barceloneta,601.38,16.66
2015,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",751.6,13.43
2015,4,Eixample,Fort Pienc,792.53,11.36
2015,4,Eixample,Sagrada Familia,726.93,11.45
2015,4,Eixample,la Dreta de l'Eixample,1035.07,11.74
2015,4,Eixample,l'Antiga Esquerra de l'Eixample,941.58,11.8
2015,4,Eixample,la Nova Esquerra de l'Eixample,789.76,11.81
2015,4,Eixample,Sant Antoni,772.11,11.19
2015,4,Sants-Montjuic,el Poble Sec,638.47,11.68
2015,4,Sants-Montjuic,la Marina del Prat Vermell,411.36,6.96
2015,4,Sants-Montjuic,la Marina de Port,566.01,8.78
2015,4,Sants-Montjuic,la Font de la Guatlla,648.84,11.5
2015,4,Sants-Montjuic,Hostafrancs,640.9,11.48
2015,4,Sants-Montjuic,la Bordeta,657.94,10.32
2015,4,Sants-Montjuic,Sants - Badal,635.26,10.99
2015,4,Sants-Montjuic,Sants,658.42,11.25
2015,4,Les Corts,les Corts,909.27,12.38
2015,4,Les Corts,la Maternitat i Sant Ramon,764.77,11.88
2015,4,Les Corts,Pedralbes,1860.3,15.65
2015,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",841.1,9.75
2015,4,Sarria-Sant Gervasi,Sarria,1227.35,15.98
2015,4,Sarria-Sant Gervasi,les Tres Torres,1385.99,14.26
2015,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1076.8,13.94
2015,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1153.93,13.45
2015,4,Sarria-Sant Gervasi,el Putxet i el Farro,808.38,12.5
2015,4,Gracia,Vallcarca i els Penitents,745.31,12.08
2015,4,Gracia,el Coll,542.71,10.09
2015,4,Gracia,la Salut,751.72,12.44
2015,4,Gracia,la Vila de Gracia,749.24,12.64
2015,4,Gracia,el Camp d'en Grassot i Gracia Nova,735.76,12.22
2015,4,Horta-Guinardo,el Baix Guinardo,649.09,11.14
2015,4,Horta-Guinardo,Can Baro,550.49,10.73
2015,4,Horta-Guinardo,el Guinardo,630.99,10.78
2015,4,Horta-Guinardo,la Font d'en Fargues,775.29,14.81
2015,4,Horta-Guinardo,el Carmel,528.77,9.31
2015,4,Horta-Guinardo,la Teixonera,527.53,9.44
2015,4,Horta-Guinardo,Sant Genis dels Agudells,545.82,8.79
2015,4,Horta-Guinardo,Montbau,654.09,10.11
2015,4,Horta-Guinardo,la Vall d'Hebron,689.78,9.99
2015,4,Horta-Guinardo,Horta,594.19,9.82
2015,4,Nou Barris,Vilapicina i la Torre Llobeta,615.06,9.63
2015,4,Nou Barris,Porta,577.52,9.92
2015,4,Nou Barris,el Turo de la Peira,555.18,9.24
2015,4,Nou Barris,la Guineueta,538.1,8.16
2015,4,Nou Barris,Canyelles,598.04,7.84
2015,4,Nou Barris,les Roquetes,448.63,8.87
2015,4,Nou Barris,Verdun,503.35,10.07
2015,4,Nou Barris,la Prosperitat,528.7,9.53
2015,4,Nou Barris,la Trinitat Nova,438.91,8.75
2015,4,Nou Barris,Torre Baro,366.67,5.19
2015,4,Nou Barris,Ciutat Meridiana,400.29,6.66
2015,4,Sant Andreu,la Trinitat Vella,455.88,7.99
2015,4,Sant Andreu,el Bon Pastor,539.29,9.3
2015,4,Sant Andreu,Sant Andreu,622.94,10.0
2015,4,Sant Andreu,la Sagrera,682.44,10.58
2015,4,Sant Andreu,el Congres i els Indians,618.87,9.23
2015,4,Sant Andreu,Navas,688.36,10.27
2015,4,Sant Marti,el Camp de l'Arpa del Clot,660.72,11.18
2015,4,Sant Marti,el Clot,672.11,10.59
2015,4,Sant Marti,el Parc i la Llacuna del Poblenou,737.31,12.21
2015,4,Sant Marti,la Vila Olimpica del Poblenou,1015.1,13.13
2015,4,Sant Marti,el Poblenou,773.52,12.48
2015,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1211.01,14.9
2015,4,Sant Marti,el Besos i el Maresme,492.1,8.31
2015,4,Sant Marti,Provencals del Poblenou,685.35,10.89
2015,4,Sant Marti,Sant Marti de Provencals,666.84,9.46
2015,4,Sant Marti,la Verneda i la Pau,602.19,8.91
2016,1,Ciutat Vella,el Raval,624.42,11.65
2016,1,Ciutat Vella,Gothic Quarter,893.42,13.47
2016,1,Ciutat Vella,la Barceloneta,638.75,17.3
2016,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",759.16,12.94
2016,1,Eixample,Fort Pienc,800.08,11.19
2016,1,Eixample,Sagrada Familia,752.37,12.07
2016,1,Eixample,la Dreta de l'Eixample,1104.26,12.33
2016,1,Eixample,l'Antiga Esquerra de l'Eixample,947.3,11.91
2016,1,Eixample,la Nova Esquerra de l'Eixample,811.62,11.51
2016,1,Eixample,Sant Antoni,805.89,11.64
2016,1,Sants-Montjuic,el Poble Sec,622.24,11.62
2016,1,Sants-Montjuic,la Marina del Prat Vermell,360.88,6.96
2016,1,Sants-Montjuic,la Marina de Port,447.57,7.24
2016,1,Sants-Montjuic,la Font de la Guatlla,638.73,11.23
2016,1,Sants-Montjuic,Hostafrancs,662.28,11.76
2016,1,Sants-Montjuic,la Bordeta,645.15,10.56
2016,1,Sants-Montjuic,Sants - Badal,629.69,11.07
2016,1,Sants-Montjuic,Sants,664.66,11.05
2016,1,Les Corts,les Corts,892.7,12.63
2016,1,Les Corts,la Maternitat i Sant Ramon,777.86,12.31
2016,1,Les Corts,Pedralbes,1572.56,15.06
2016,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",933.95,11.24
2016,1,Sarria-Sant Gervasi,Sarria,1195.68,15.59
2016,1,Sarria-Sant Gervasi,les Tres Torres,1380.68,15.22
2016,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1116.51,14.04
2016,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1187.57,13.33
2016,1,Sarria-Sant Gervasi,el Putxet i el Farro,827.82,13.1
2016,1,Gracia,Vallcarca i els Penitents,741.42,12.18
2016,1,Gracia,el Coll,590.53,10.68
2016,1,Gracia,la Salut,684.47,10.87
2016,1,Gracia,la Vila de Gracia,764.02,12.71
2016,1,Gracia,el Camp d'en Grassot i Gracia Nova,802.69,11.85
2016,1,Horta-Guinardo,el Baix Guinardo,696.69,11.26
2016,1,Horta-Guinardo,Can Baro,595.92,11.51
2016,1,Horta-Guinardo,el Guinardo,646.76,10.84
2016,1,Horta-Guinardo,la Font d'en Fargues,749.81,15.2
2016,1,Horta-Guinardo,el Carmel,518.24,9.24
2016,1,Horta-Guinardo,la Teixonera,513.53,9.02
2016,1,Horta-Guinardo,Sant Genis dels Agudells,616.36,8.42
2016,1,Horta-Guinardo,Montbau,614.79,9.21
2016,1,Horta-Guinardo,la Vall d'Hebron,692.35,11.03
2016,1,Horta-Guinardo,Horta,601.35,9.84
2016,1,Nou Barris,Vilapicina i la Torre Llobeta,618.55,10.28
2016,1,Nou Barris,Porta,536.66,9.16
2016,1,Nou Barris,el Turo de la Peira,537.93,8.91
2016,1,Nou Barris,la Guineueta,589.2,8.55
2016,1,Nou Barris,Canyelles,619.85,8.03
2016,1,Nou Barris,les Roquetes,455.65,8.39
2016,1,Nou Barris,Verdun,539.59,10.0
2016,1,Nou Barris,la Prosperitat,518.02,9.12
2016,1,Nou Barris,la Trinitat Nova,423.18,8.67
2016,1,Nou Barris,Torre Baro,392.44,6.55
2016,1,Nou Barris,Ciutat Meridiana,344.26,6.23
2016,1,Nou Barris,Vallbona,418.0,7.14
2016,1,Sant Andreu,la Trinitat Vella,422.37,7.42
2016,1,Sant Andreu,Baro de Viver,142.34,3.18
2016,1,Sant Andreu,el Bon Pastor,472.39,8.18
2016,1,Sant Andreu,Sant Andreu,624.75,10.3
2016,1,Sant Andreu,la Sagrera,658.12,10.78
2016,1,Sant Andreu,el Congres i els Indians,613.71,9.65
2016,1,Sant Andreu,Navas,665.34,10.28
2016,1,Sant Marti,el Camp de l'Arpa del Clot,659.58,11.12
2016,1,Sant Marti,el Clot,645.42,10.19
2016,1,Sant Marti,el Parc i la Llacuna del Poblenou,799.63,12.14
2016,1,Sant Marti,la Vila Olimpica del Poblenou,1136.0,15.78
2016,1,Sant Marti,el Poblenou,719.12,11.93
2016,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1004.51,11.8
2016,1,Sant Marti,el Besos i el Maresme,506.7,8.46
2016,1,Sant Marti,Provencals del Poblenou,758.81,10.56
2016,1,Sant Marti,Sant Marti de Provencals,688.49,9.37
2016,1,Sant Marti,la Verneda i la Pau,597.89,9.19
2016,2,Ciutat Vella,el Raval,662.28,11.78
2016,2,Ciutat Vella,Gothic Quarter,806.24,12.4
2016,2,Ciutat Vella,la Barceloneta,659.35,17.73
2016,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",773.62,14.09
2016,2,Eixample,Fort Pienc,808.08,11.82
2016,2,Eixample,Sagrada Familia,739.86,11.8
2016,2,Eixample,la Dreta de l'Eixample,1120.4,12.63
2016,2,Eixample,l'Antiga Esquerra de l'Eixample,960.8,12.74
2016,2,Eixample,la Nova Esquerra de l'Eixample,842.53,12.53
2016,2,Eixample,Sant Antoni,793.64,11.61
2016,2,Sants-Montjuic,el Poble Sec,651.21,11.88
2016,2,Sants-Montjuic,la Marina de Port,548.51,8.73
2016,2,Sants-Montjuic,la Font de la Guatlla,751.69,12.3
2016,2,Sants-Montjuic,Hostafrancs,673.24,12.13
2016,2,Sants-Montjuic,la Bordeta,672.13,10.71
2016,2,Sants-Montjuic,Sants - Badal,702.86,11.57
2016,2,Sants-Montjuic,Sants,681.39,11.94
2016,2,Les Corts,les Corts,912.53,12.52
2016,2,Les Corts,la Maternitat i Sant Ramon,821.2,12.85
2016,2,Les Corts,Pedralbes,1660.43,14.23
2016,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1117.72,17.52
2016,2,Sarria-Sant Gervasi,Sarria,1197.62,17.29
2016,2,Sarria-Sant Gervasi,les Tres Torres,1560.7,16.4
2016,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1096.73,14.33
2016,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1189.1,13.8
2016,2,Sarria-Sant Gervasi,el Putxet i el Farro,891.63,14.58
2016,2,Gracia,Vallcarca i els Penitents,755.85,12.14
2016,2,Gracia,el Coll,592.76,11.38
2016,2,Gracia,la Salut,772.96,12.9
2016,2,Gracia,la Vila de Gracia,773.66,13.22
2016,2,Gracia,el Camp d'en Grassot i Gracia Nova,780.36,12.29
2016,2,Horta-Guinardo,el Baix Guinardo,642.91,10.89
2016,2,Horta-Guinardo,Can Baro,632.0,11.1
2016,2,Horta-Guinardo,el Guinardo,634.75,10.53
2016,2,Horta-Guinardo,la Font d'en Fargues,689.66,11.52
2016,2,Horta-Guinardo,el Carmel,550.3,9.61
2016,2,Horta-Guinardo,la Teixonera,544.56,9.93
2016,2,Horta-Guinardo,Sant Genis dels Agudells,592.36,8.65
2016,2,Horta-Guinardo,Montbau,635.14,9.72
2016,2,Horta-Guinardo,la Vall d'Hebron,786.32,10.52
2016,2,Horta-Guinardo,Horta,620.05,11.15
2016,2,Nou Barris,Vilapicina i la Torre Llobeta,616.99,10.17
2016,2,Nou Barris,Porta,574.38,9.86
2016,2,Nou Barris,el Turo de la Peira,547.65,9.51
2016,2,Nou Barris,la Guineueta,613.96,8.6
2016,2,Nou Barris,Canyelles,621.43,8.1
2016,2,Nou Barris,les Roquetes,475.41,9.21
2016,2,Nou Barris,Verdun,526.19,9.56
2016,2,Nou Barris,la Prosperitat,550.31,10.04
2016,2,Nou Barris,la Trinitat Nova,450.85,9.38
2016,2,Nou Barris,Torre Baro,447.05,6.82
2016,2,Nou Barris,Ciutat Meridiana,427.97,7.24
2016,2,Sant Andreu,la Trinitat Vella,483.22,8.5
2016,2,Sant Andreu,el Bon Pastor,588.23,8.74
2016,2,Sant Andreu,Sant Andreu,663.31,11.37
2016,2,Sant Andreu,la Sagrera,619.99,10.04
2016,2,Sant Andreu,el Congres i els Indians,635.81,10.27
2016,2,Sant Andreu,Navas,704.45,10.38
2016,2,Sant Marti,el Camp de l'Arpa del Clot,690.84,11.34
2016,2,Sant Marti,el Clot,688.85,11.35
2016,2,Sant Marti,el Parc i la Llacuna del Poblenou,759.08,12.52
2016,2,Sant Marti,la Vila Olimpica del Poblenou,1151.48,17.17
2016,2,Sant Marti,el Poblenou,785.11,12.7
2016,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1116.09,14.28
2016,2,Sant Marti,el Besos i el Maresme,521.08,9.02
2016,2,Sant Marti,Provencals del Poblenou,727.81,11.21
2016,2,Sant Marti,Sant Marti de Provencals,679.25,10.04
2016,2,Sant Marti,la Verneda i la Pau,613.21,9.27
2016,3,Ciutat Vella,el Raval,666.17,12.48
2016,3,Ciutat Vella,Gothic Quarter,851.63,12.39
2016,3,Ciutat Vella,la Barceloneta,686.63,19.22
2016,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",839.58,14.41
2016,3,Eixample,Fort Pienc,868.35,11.91
2016,3,Eixample,Sagrada Familia,799.38,12.18
2016,3,Eixample,la Dreta de l'Eixample,1143.98,13.33
2016,3,Eixample,l'Antiga Esquerra de l'Eixample,986.21,13.15
2016,3,Eixample,la Nova Esquerra de l'Eixample,890.54,12.49
2016,3,Eixample,Sant Antoni,883.32,12.67
2016,3,Sants-Montjuic,el Poble Sec,696.74,12.67
2016,3,Sants-Montjuic,la Marina de Port,577.47,10.23
2016,3,Sants-Montjuic,la Font de la Guatlla,764.38,11.52
2016,3,Sants-Montjuic,Hostafrancs,702.72,12.0
2016,3,Sants-Montjuic,la Bordeta,674.88,10.9
2016,3,Sants-Montjuic,Sants - Badal,710.45,11.99
2016,3,Sants-Montjuic,Sants,740.5,12.1
2016,3,Les Corts,les Corts,949.97,13.04
2016,3,Les Corts,la Maternitat i Sant Ramon,892.28,12.91
2016,3,Les Corts,Pedralbes,1689.6,14.44
2016,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1302.14,17.1
2016,3,Sarria-Sant Gervasi,Sarria,1172.86,16.06
2016,3,Sarria-Sant Gervasi,les Tres Torres,1619.04,15.51
2016,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1083.53,14.32
2016,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1278.66,13.81
2016,3,Sarria-Sant Gervasi,el Putxet i el Farro,876.77,13.67
2016,3,Gracia,Vallcarca i els Penitents,830.24,12.58
2016,3,Gracia,el Coll,635.15,10.82
2016,3,Gracia,la Salut,855.89,11.43
2016,3,Gracia,la Vila de Gracia,827.81,13.63
2016,3,Gracia,el Camp d'en Grassot i Gracia Nova,805.87,12.85
2016,3,Horta-Guinardo,el Baix Guinardo,718.5,11.79
2016,3,Horta-Guinardo,Can Baro,645.66,10.86
2016,3,Horta-Guinardo,el Guinardo,679.39,11.46
2016,3,Horta-Guinardo,la Font d'en Fargues,675.69,10.26
2016,3,Horta-Guinardo,el Carmel,557.55,9.77
2016,3,Horta-Guinardo,la Teixonera,570.1,9.95
2016,3,Horta-Guinardo,Sant Genis dels Agudells,603.75,8.71
2016,3,Horta-Guinardo,Montbau,646.43,11.03
2016,3,Horta-Guinardo,la Vall d'Hebron,796.92,11.67
2016,3,Horta-Guinardo,Horta,634.35,10.68
2016,3,Nou Barris,Vilapicina i la Torre Llobeta,640.48,10.27
2016,3,Nou Barris,Porta,617.22,10.58
2016,3,Nou Barris,el Turo de la Peira,538.1,9.75
2016,3,Nou Barris,la Guineueta,632.29,8.84
2016,3,Nou Barris,Canyelles,648.75,8.45
2016,3,Nou Barris,les Roquetes,512.34,9.95
2016,3,Nou Barris,Verdun,495.52,9.9
2016,3,Nou Barris,la Prosperitat,584.53,10.74
2016,3,Nou Barris,la Trinitat Nova,419.48,7.8
2016,3,Nou Barris,Ciutat Meridiana,373.14,6.44
2016,3,Sant Andreu,la Trinitat Vella,459.84,8.44
2016,3,Sant Andreu,Baro de Viver,256.45,3.85
2016,3,Sant Andreu,el Bon Pastor,558.42,9.12
2016,3,Sant Andreu,Sant Andreu,658.49,10.81
2016,3,Sant Andreu,la Sagrera,670.19,10.45
2016,3,Sant Andreu,el Congres i els Indians,691.95,11.28
2016,3,Sant Andreu,Navas,712.32,10.5
2016,3,Sant Marti,el Camp de l'Arpa del Clot,715.52,11.86
2016,3,Sant Marti,el Clot,708.8,11.69
2016,3,Sant Marti,el Parc i la Llacuna del Poblenou,839.08,12.48
2016,3,Sant Marti,la Vila Olimpica del Poblenou,1142.76,15.04
2016,3,Sant Marti,el Poblenou,828.61,13.13
2016,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1268.48,14.27
2016,3,Sant Marti,el Besos i el Maresme,556.45,8.71
2016,3,Sant Marti,Provencals del Poblenou,856.58,12.69
2016,3,Sant Marti,Sant Marti de Provencals,716.17,9.87
2016,3,Sant Marti,la Verneda i la Pau,617.01,8.96
2016,4,Ciutat Vella,el Raval,716.7,13.17
2016,4,Ciutat Vella,Gothic Quarter,913.96,13.78
2016,4,Ciutat Vella,la Barceloneta,686.31,18.6
2016,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",854.18,14.8
2016,4,Eixample,Fort Pienc,816.51,12.04
2016,4,Eixample,Sagrada Familia,806.4,12.71
2016,4,Eixample,la Dreta de l'Eixample,1174.38,13.04
2016,4,Eixample,l'Antiga Esquerra de l'Eixample,1012.22,12.86
2016,4,Eixample,la Nova Esquerra de l'Eixample,926.21,12.87
2016,4,Eixample,Sant Antoni,882.47,12.34
2016,4,Sants-Montjuic,el Poble Sec,706.11,12.92
2016,4,Sants-Montjuic,la Marina de Port,613.16,9.58
2016,4,Sants-Montjuic,la Font de la Guatlla,786.35,13.0
2016,4,Sants-Montjuic,Hostafrancs,703.28,12.61
2016,4,Sants-Montjuic,la Bordeta,730.45,11.16
2016,4,Sants-Montjuic,Sants - Badal,711.1,12.17
2016,4,Sants-Montjuic,Sants,740.28,12.32
2016,4,Les Corts,les Corts,983.48,13.76
2016,4,Les Corts,la Maternitat i Sant Ramon,866.43,13.4
2016,4,Les Corts,Pedralbes,1692.2,14.96
2016,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1354.62,15.39
2016,4,Sarria-Sant Gervasi,Sarria,1185.85,14.85
2016,4,Sarria-Sant Gervasi,les Tres Torres,1490.72,15.6
2016,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1197.72,14.18
2016,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1298.95,14.12
2016,4,Sarria-Sant Gervasi,el Putxet i el Farro,904.17,13.6
2016,4,Gracia,Vallcarca i els Penitents,818.69,13.49
2016,4,Gracia,el Coll,653.69,12.05
2016,4,Gracia,la Salut,784.91,13.24
2016,4,Gracia,la Vila de Gracia,829.23,14.32
2016,4,Gracia,el Camp d'en Grassot i Gracia Nova,823.72,12.81
2016,4,Horta-Guinardo,el Baix Guinardo,747.31,11.78
2016,4,Horta-Guinardo,Can Baro,658.74,12.33
2016,4,Horta-Guinardo,el Guinardo,705.71,11.73
2016,4,Horta-Guinardo,la Font d'en Fargues,761.28,11.26
2016,4,Horta-Guinardo,el Carmel,597.13,10.7
2016,4,Horta-Guinardo,la Teixonera,672.65,11.56
2016,4,Horta-Guinardo,Sant Genis dels Agudells,623.6,9.14
2016,4,Horta-Guinardo,Montbau,668.46,10.7
2016,4,Horta-Guinardo,la Vall d'Hebron,778.67,11.43
2016,4,Horta-Guinardo,Horta,668.66,10.81
2016,4,Nou Barris,Vilapicina i la Torre Llobeta,684.2,11.27
2016,4,Nou Barris,Porta,672.64,10.51
2016,4,Nou Barris,el Turo de la Peira,582.12,9.63
2016,4,Nou Barris,Can Peguera,301.82,10.51
2016,4,Nou Barris,la Guineueta,666.83,9.2
2016,4,Nou Barris,Canyelles,617.52,7.68
2016,4,Nou Barris,les Roquetes,523.02,10.04
2016,4,Nou Barris,Verdun,565.89,10.92
2016,4,Nou Barris,la Prosperitat,589.24,11.1
2016,4,Nou Barris,la Trinitat Nova,438.65,8.71
2016,4,Nou Barris,Torre Baro,416.39,10.09
2016,4,Nou Barris,Ciutat Meridiana,446.13,7.74
2016,4,Sant Andreu,la Trinitat Vella,552.81,9.61
2016,4,Sant Andreu,el Bon Pastor,555.12,9.05
2016,4,Sant Andreu,Sant Andreu,690.64,11.16
2016,4,Sant Andreu,la Sagrera,709.11,10.72
2016,4,Sant Andreu,el Congres i els Indians,662.25,10.49
2016,4,Sant Andreu,Navas,768.66,11.94
2016,4,Sant Marti,el Camp de l'Arpa del Clot,720.39,12.37
2016,4,Sant Marti,el Clot,728.87,11.4
2016,4,Sant Marti,el Parc i la Llacuna del Poblenou,886.66,13.72
2016,4,Sant Marti,la Vila Olimpica del Poblenou,1285.61,16.7
2016,4,Sant Marti,el Poblenou,840.76,13.37
2016,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1181.15,16.69
2016,4,Sant Marti,el Besos i el Maresme,571.6,8.92
2016,4,Sant Marti,Provencals del Poblenou,987.18,12.66
2016,4,Sant Marti,Sant Marti de Provencals,720.74,10.71
2016,4,Sant Marti,la Verneda i la Pau,591.86,9.07
2017,1,Ciutat Vella,el Raval,734.99,13.5
2017,1,Ciutat Vella,Gothic Quarter,905.26,14.14
2017,1,Ciutat Vella,la Barceloneta,722.78,19.46
2017,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",895.28,15.01
2017,1,Eixample,Fort Pienc,871.08,12.77
2017,1,Eixample,Sagrada Familia,847.04,13.04
2017,1,Eixample,la Dreta de l'Eixample,1151.09,12.82
2017,1,Eixample,l'Antiga Esquerra de l'Eixample,1001.49,13.24
2017,1,Eixample,la Nova Esquerra de l'Eixample,909.08,13.01
2017,1,Eixample,Sant Antoni,876.97,12.38
2017,1,Sants-Montjuic,el Poble Sec,715.71,13.02
2017,1,Sants-Montjuic,la Marina de Port,689.16,9.88
2017,1,Sants-Montjuic,la Font de la Guatlla,806.34,12.59
2017,1,Sants-Montjuic,Hostafrancs,680.17,12.36
2017,1,Sants-Montjuic,la Bordeta,739.35,10.86
2017,1,Sants-Montjuic,Sants - Badal,697.58,12.91
2017,1,Sants-Montjuic,Sants,737.27,12.96
2017,1,Les Corts,les Corts,936.32,13.63
2017,1,Les Corts,la Maternitat i Sant Ramon,896.45,13.15
2017,1,Les Corts,Pedralbes,1856.57,16.05
2017,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1248.0,10.12
2017,1,Sarria-Sant Gervasi,Sarria,1291.5,16.28
2017,1,Sarria-Sant Gervasi,les Tres Torres,1516.52,16.12
2017,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1182.12,14.6
2017,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1268.61,14.06
2017,1,Sarria-Sant Gervasi,el Putxet i el Farro,913.45,14.97
2017,1,Gracia,Vallcarca i els Penitents,946.59,14.1
2017,1,Gracia,el Coll,687.42,11.96
2017,1,Gracia,la Salut,841.38,12.48
2017,1,Gracia,la Vila de Gracia,837.09,14.89
2017,1,Gracia,el Camp d'en Grassot i Gracia Nova,839.29,12.92
2017,1,Horta-Guinardo,el Baix Guinardo,743.88,12.66
2017,1,Horta-Guinardo,Can Baro,637.3,11.85
2017,1,Horta-Guinardo,el Guinardo,722.67,12.28
2017,1,Horta-Guinardo,la Font d'en Fargues,812.93,14.94
2017,1,Horta-Guinardo,el Carmel,597.09,11.46
2017,1,Horta-Guinardo,la Teixonera,663.9,10.71
2017,1,Horta-Guinardo,Sant Genis dels Agudells,622.33,8.96
2017,1,Horta-Guinardo,Montbau,716.43,12.97
2017,1,Horta-Guinardo,la Vall d'Hebron,816.05,11.69
2017,1,Horta-Guinardo,Horta,669.89,11.24
2017,1,Nou Barris,Vilapicina i la Torre Llobeta,687.37,11.22
2017,1,Nou Barris,Porta,654.58,10.21
2017,1,Nou Barris,el Turo de la Peira,587.02,10.32
2017,1,Nou Barris,la Guineueta,634.54,9.13
2017,1,Nou Barris,Canyelles,689.62,8.05
2017,1,Nou Barris,les Roquetes,504.31,9.41
2017,1,Nou Barris,Verdun,595.48,11.3
2017,1,Nou Barris,la Prosperitat,624.58,11.61
2017,1,Nou Barris,la Trinitat Nova,540.68,10.02
2017,1,Nou Barris,Torre Baro,418.07,7.26
2017,1,Nou Barris,Ciutat Meridiana,459.19,7.93
2017,1,Sant Andreu,la Trinitat Vella,497.84,9.4
2017,1,Sant Andreu,el Bon Pastor,622.82,9.21
2017,1,Sant Andreu,Sant Andreu,708.6,12.43
2017,1,Sant Andreu,la Sagrera,575.23,9.8
2017,1,Sant Andreu,el Congres i els Indians,696.04,11.23
2017,1,Sant Andreu,Navas,716.78,10.4
2017,1,Sant Marti,el Camp de l'Arpa del Clot,756.57,12.89
2017,1,Sant Marti,el Clot,774.97,12.26
